"date","USDNTD","RMBNTD","EURUSD","USDJPY","GBPUSD","AUDUSD","USDHKD","USDRMB","start","max","min","end","MEDIAN"
2018-11-29,30.84,4.445339,1.1394,113.285,1.28315,0.7329,7.82215,6.9376,9959.87,10001.85,9885.36,9885.36,9943.605
2018-11-30,30.85,4.443541,1.1378,113.465,1.27755,0.73075,7.82135,6.94265,9899.24,9957.63,9888.03,9888.03,9922.83
2018-12-03,30.752,4.46599,1.13655,113.465,1.28095,0.73805,7.81995,6.8858,9979.21,10148.75,9979.21,10137.87,10063.98
2018-12-04,30.705,4.489747,1.13905,113.075,1.277,0.73845,7.81145,6.8389,10120.43,10126.02,10061.7,10083.54,10093.86
2018-12-05,30.806,4.486216,1.13265,113.055,1.27045,0.72935,7.80735,6.8668,9971.98,9971.98,9895.29,9916.74,9933.635
2018-12-06,30.857,4.482319,1.13295,113.035,1.27235,0.7229,7.8128,6.88415,9850.08,9850.08,9664.75,9684.72,9757.415
2018-12-07,30.841,4.480365,1.1372,112.785,1.2752,0.72155,7.8139,6.8836,9719.46,9785.2,9719.46,9760.88,9752.33
2018-12-10,30.877,4.467408,1.14305,112.665,1.273,0.72195,7.81315,6.9116,9722.97,9722.97,9626.47,9647.54,9674.72
2018-12-11,30.894,4.473791,1.1368,113.08,1.2584,0.7194,7.81465,6.90555,9661.72,9720.96,9661.72,9707.04,9691.34
2018-12-12,30.881,4.481976,1.1318,113.455,1.24855,0.721,7.8166,6.89005,9741.45,9835.56,9741.45,9816.45,9788.505
2018-12-13,30.85,4.495092,1.13845,113.44,1.2651,0.7241,7.80885,6.86305,9827.32,9871.96,9815.5,9858.76,9843.73
2018-12-14,30.867,4.475499,1.1348,113.575,1.2608,0.7179,7.8122,6.8969,9818.95,9818.95,9718.94,9774.16,9768.945
2018-12-17,30.87,4.47439,1.13165,113.405,1.25965,0.7175,7.8142,6.89925,9762.49,9826.88,9733.98,9787.53,9780.43
2018-12-18,30.87,4.476057,1.13655,112.505,1.26605,0.7193,7.81755,6.8967,9756.46,9756.67,9701.1,9718.82,9728.885
2018-12-19,30.813,4.46847,1.13975,112.385,1.2663,0.71965,7.82475,6.89565,9720.92,9783.21,9720.92,9783.21,9752.065
2018-12-20,30.843,4.467794,1.1422,111.915,1.2654,0.71065,7.8283,6.9034,9729.29,9741.55,9658.5,9674.52,9700.025
2018-12-21,30.8,4.460333,1.1471,111.205,1.2685,0.71095,7.82795,6.9053,9648.98,9683.95,9585.32,9676.67,9634.635
2018-12-22,30.824,4.451756,1.1369,111.225,1.26575,0.70335,7.83265,6.924,9639.24,9652.19,9625.31,9646.16,9638.75
2018-12-24,30.838,4.4671,1.13935,111.005,1.26765,0.7069,7.832,6.90335,9646.53,9658.95,9613.29,9639.7,9636.12
2018-12-25,30.81,4.469576,1.14035,110.275,1.2684,0.70545,7.83265,6.89325,9559.7,9559.7,9479.06,9527.09,9519.38
2018-12-26,30.815,4.471472,1.1397,110.455,1.2706,0.70575,7.83325,6.89145,9544.87,9591.91,9473.3,9478.99,9532.605
2018-12-27,30.802,4.469124,1.13845,110.875,1.2657,0.70485,7.83415,6.8922,9555.01,9670.97,9555.01,9641.56,9612.99
2018-12-28,30.733,4.47159,1.14595,110.365,1.26535,0.7049,7.8321,6.87295,9649.97,9727.41,9630.77,9727.41,9679.09
